30,30,2,3,3,5,c,n
25,35,5,6,1,5,c,n
20,40,7,13,1,1,n,n
19,41,8,6,1,1,n,n
20,40,14,11,1,1,n,n
21,39,7,3,2,1,n,c
23,37,2,2,2,5,c,n
23,37,12,10,1,1,n,n
24,36,2,14,1,5,d,n
23,37,7,7,1,1,n,n
23,37,5,13,1,5,d,n
22,38,7,6,1,1,n,n
23,37,13,10,1,1,n,n
24,36,13,3,2,1,n,d
25,35,4,12,1,5,d,n
24,36,4,4,1,5,c,n
24,36,11,10,1,1,n,n
25,35,8,5,1,1,n,n
26,34,13,2,3,1,n,d
27,33,6,10,1,1,n,n
26,34,11,6,1,1,n,n
27,33,13,4,2,1,n,d
28,32,3,14,1,5,d,n
27,33,12,10,1,1,n,n
28,32,5,10,1,5,d,n
27,33,4,6,1,5,c,n
22,38,9,6,1,1,n,n
23,37,2,14,1,5,d,n
22,38,4,7,1,5,c,n
17,43,10,5,1,1,n,n
18,42,5,4,1,5,c,n
23,37,4,13,1,5,d,n
22,38,6,7,1,1,n,n
21,39,4,6,1,5,c,n
16,44,4,14,1,5,d,n
15,45,7,13,1,1,n,n
14,46,8,10,1,1,n,n
13,47,11,5,1,1,n,n
14,46,13,8,1,1,n,n
15,45,2,9,1,5,c,n
10,50,8,11,1,1,n,n
9,51,7,5,1,1,n,n
10,50,6,5,1,1,n,n
11,49,12,9,1,1,n,n
12,48,2,4,1,5,c,n
7,53,7,7,1,1,n,n
7,53,5,3,1,5,c,n
12,48,11,6,1,1,n,n
13,47,6,2,1,1,n,n
14,46,5,3,1,5,c,n
19,41,6,11,1,1,n,n
18,42,13,5,1,1,n,n
19,41,8,3,1,1,n,n
20,40,14,4,1,1,n,n
21,39,9,9,1,1,n,n
21,39,2,2,2,5,c,n
21,39,6,8,1,1,n,n
20,40,12,4,1,1,n,n
21,39,6,11,1,1,n,n
20,40,10,3,2,1,n,d
21,39,8,13,1,1,n,n
20,40,11,4,1,1,n,n
21,39,7,14,1,1,n,n
20,40,2,6,1,5,c,n
15,45,11,13,1,1,n,n
14,46,11,13,1,1,n,n
13,47,10,4,1,1,n,n
14,46,14,13,1,1,n,n
15,45,9,13,1,1,n,n
14,46,14,7,1,1,n,n
15,45,10,14,1,1,n,n
14,46,8,9,1,1,n,n
13,47,4,5,1,5,c,n
8,52,2,6,1,5,c,n
3,57,7,6,1,1,n,n
4,56,12,5,1,1,n,n
5,55,12,13,1,1,n,n
4,56,4,9,1,4,c,n
