30,30,12,8,1,1,n,n
31,29,14,5,2,1,n,d
32,28,10,14,1,1,n,n
31,29,12,9,1,1,n,n
32,28,10,3,2,1,n,d
33,27,14,11,1,1,n,n
34,26,10,13,1,1,n,n
33,27,12,2,3,1,n,d
34,26,5,7,1,5,d,n
33,27,6,5,2,1,n,d
34,26,4,2,3,5,c,n
39,21,7,14,1,1,n,n
38,22,14,11,1,1,n,n
39,21,11,12,1,1,n,n
38,22,12,5,2,1,n,d
39,21,2,8,1,5,d,n
38,22,10,4,2,1,n,d
39,21,5,10,1,5,d,n
38,22,11,12,1,1,n,n
37,23,6,4,2,1,n,d
38,22,5,7,1,5,d,n
37,23,8,13,1,1,n,n
36,24,3,3,2,5,d,n
34,26,5,2,3,5,c,n
39,21,4,12,1,5,d,n
38,22,9,4,2,1,n,d
39,21,7,11,1,1,n,n
38,22,3,13,1,5,d,n
37,23,7,2,3,1,n,d
38,22,9,14,1,1,n,n
37,23,2,2,3,5,c,n
37,23,14,7,1,1,n,n
38,22,11,3,2,1,n,d
39,21,5,11,1,5,d,n
38,22,4,3,2,5,d,n
36,24,3,12,1,5,d,n
35,25,12,9,1,1,n,n
36,24,12,2,3,1,n,d
37,23,13,11,1,1,n,n
38,22,11,6,1,1,n,n
39,21,6,12,1,1,n,n
38,22,5,7,1,5,d,n
37,23,3,4,2,5,d,n
35,25,9,5,2,1,n,d
36,24,11,6,1,1,n,n
37,23,5,11,1,5,d,n
36,24,13,3,2,1,n,d
37,23,12,11,1,1,n,n
38,22,4,4,2,5,d,n
36,24,13,12,1,1,n,n
37,23,7,3,2,1,n,d
38,22,10,14,1,1,n,n
37,23,7,10,1,1,n,n
36,24,7,9,1,1,n,n
35,25,7,14,1,1,n,n
34,26,12,10,1,1,n,n
35,25,13,14,1,1,n,n
34,26,11,4,2,1,n,d
35,25,8,11,1,1,n,n
34,26,6,6,1,1,n,n
34,26,12,7,1,1,n,n
35,25,11,10,1,1,n,n
36,24,2,9,1,5,d,n
35,25,6,3,2,1,n,d
36,24,13,13,1,1,n,n
36,24,8,7,1,1,n,n
37,23,6,12,1,1,n,n
36,24,10,9,1,1,n,n
37,23,2,14,1,5,d,n
36,24,11,3,2,1,n,d
37,23,11,9,1,1,n,n
38,22,13,7,1,1,n,n
39,21,7,14,1,1,n,n
38,22,9,10,1,1,n,n
37,23,5,6,1,5,d,n
36,24,7,2,3,1,n,d
37,23,14,13,1,1,n,n
38,22,9,11,1,1,n,n
37,23,5,2,3,5,c,n
42,18,8,10,1,1,n,n
41,19,4,7,1,5,d,n
40,20,10,4,2,1,n,d
41,19,14,4,2,1,n,d
42,18,2,5,2,5,d,n
40,20,3,7,1,5,d,n
39,21,9,10,1,1,n,n
38,22,7,14,1,1,n,n
37,23,11,5,2,1,n,d
38,22,6,10,1,1,n,n
37,23,11,6,1,1,n,n
38,22,12,9,1,1,n,n
39,21,8,5,2,1,n,d
40,20,9,8,1,1,n,n
41,19,2,10,1,5,d,n
