30,30,6,9,1,1,n,n
29,31,10,3,4,1,n,d
30,30,13,6,2,1,n,d
31,29,13,3,4,1,n,d
32,28,9,5,2,1,n,d
33,27,5,6,1,5,c,n
28,32,4,7,2,5,d,n
26,34,12,3,4,1,n,d
27,33,5,13,1,5,d,n
26,34,13,5,2,1,n,d
27,33,8,5,2,1,n,d
28,32,5,10,1,5,d,n
27,33,10,11,1,1,n,n
26,34,2,11,1,5,d,n
25,35,5,7,5,5,n,n
20,40,4,3,4,5,c,n
25,35,9,6,2,1,n,d
26,34,12,7,2,1,n,d
27,33,8,13,1,1,n,n
26,34,11,2,5,1,n,d
27,33,7,5,2,1,n,d
28,32,2,4,3,5,c,n
23,37,3,12,1,5,d,n
22,38,2,12,1,5,d,n
21,39,9,7,2,1,n,d
22,38,13,11,1,1,n,n
23,37,8,9,1,1,n,n
22,38,10,10,1,1,n,n
22,38,14,7,2,1,n,d
23,37,13,3,4,1,n,d
24,36,6,9,1,1,n,n
23,37,11,13,1,1,n,n
22,38,7,9,1,1,n,n
21,39,9,10,1,1,n,n
20,40,14,5,2,1,n,d
21,39,8,10,1,1,n,n
20,40,10,4,5,1,n,d
21,39,3,7,2,5,d,n
19,41,3,8,1,5,d,n
18,42,2,2,4,5,c,n
18,42,11,8,1,1,n,n
19,41,11,9,1,1,n,n
20,40,4,5,1,5,d,n
19,41,10,13,1,1,n,n
18,42,5,10,1,5,d,n
17,43,8,9,1,1,n,n
16,44,13,14,1,1,n,n
15,45,13,9,1,1,n,n
16,44,4,7,2,5,d,n
14,46,7,13,1,1,n,n
13,47,11,4,3,1,n,d
14,46,12,3,3,1,n,d
15,45,14,10,1,1,n,n
16,44,12,7,2,1,n,d
17,43,5,7,2,5,d,n
15,45,11,8,1,1,n,n
16,44,11,12,1,1,n,n
15,45,11,14,5,1,n,d
16,44,5,13,1,5,d,n
15,45,5,14,1,5,d,n
14,46,12,3,3,1,n,d
15,45,4,13,5,5,n,n
10,50,12,4,3,1,n,d
11,49,2,6,2,5,d,n
9,51,2,7,2,5,d,n
7,53,12,8,1,1,n,n
8,52,10,2,2,1,n,d
9,51,10,9,5,1,n,d
10,50,4,5,2,5,c,n
5,55,8,8,1,1,n,n
5,55,7,3,1,1,n,n
6,54,12,12,1,1,n,n
6,54,7,6,1,1,n,n
7,53,5,2,2,5,c,n
12,48,14,13,4,1,n,d
13,47,2,5,4,5,c,n
8,52,2,12,1,5,d,n
7,53,5,7,1,5,d,n
6,54,4,2,2,5,c,n
11,49,2,7,2,5,d,n
9,51,14,13,1,1,n,n
10,50,6,8,4,1,n,d
11,49,14,13,5,1,n,d
12,48,13,13,1,1,n,n
12,48,13,4,3,1,n,d
13,47,11,13,1,1,n,n
12,48,9,11,1,1,n,n
11,49,10,14,1,1,n,n
10,50,5,3,3,5,c,n
15,45,2,6,4,5,d,n
11,49,6,12,1,1,n,n
10,50,8,12,1,1,n,n
9,51,7,13,1,1,n,n
8,52,13,8,1,1,n,n
9,51,2,9,1,5,d,n
8,52,12,2,1,1,n,n
9,51,6,6,4,1,n,d
10,50,2,6,2,5,d,n
8,52,8,10,1,1,n,n
7,53,9,4,2,1,n,d
8,52,5,14,1,5,d,n
7,53,9,14,1,1,n,n
6,54,11,14,1,1,n,n
5,55,7,2,2,1,n,d
6,54,13,3,2,1,n,d
7,53,12,13,1,1,n,n
6,54,5,13,1,5,d,n
5,55,13,12,1,1,n,n
6,54,5,4,2,5,d,n
4,56,10,8,2,1,n,d
5,55,10,6,2,1,n,d
6,54,7,13,1,1,n,n
5,55,3,10,1,5,d,n
4,56,6,10,1,1,n,n
3,57,13,4,1,1,n,n
4,56,10,6,1,1,n,n
5,55,7,11,1,1,n,n
4,56,12,2,1,1,n,n
5,55,9,11,1,1,n,n
4,56,13,11,1,1,n,n
5,55,2,5,4,5,d,n
1,59,8,2,1,1,n,n
2,58,2,6,1,2,c,n
