30,30,13,6,1,1,n,n
31,29,5,4,2,5,d,n
29,31,13,4,2,1,n,d
30,30,5,14,1,5,d,n
29,31,4,8,1,5,d,n
28,32,6,14,1,1,n,n
27,33,5,11,1,5,d,n
26,34,2,4,2,5,d,n
24,36,2,13,1,5,d,n
23,37,10,4,2,1,n,d
24,36,12,9,1,1,n,n
25,35,8,14,1,1,n,n
24,36,14,3,2,1,n,d
25,35,12,10,1,1,n,n
26,34,5,13,1,5,d,n
25,35,9,13,1,1,n,n
24,36,13,4,2,1,n,d
25,35,6,14,1,1,n,n
24,36,8,2,3,1,n,c
27,33,10,6,1,1,n,n
28,32,7,5,2,1,n,d
29,31,8,13,1,1,n,n
28,32,4,14,1,5,d,n
27,33,3,13,1,5,d,n
26,34,11,10,1,1,n,n
27,33,10,10,1,1,n,n
27,33,14,8,1,1,n,n
28,32,14,2,3,1,n,d
29,31,3,9,1,5,d,n
28,32,12,8,1,1,n,n
29,31,6,11,1,1,n,n
28,32,5,4,2,5,d,n
26,34,5,3,2,5,d,n
24,36,11,4,2,1,n,d
25,35,13,14,1,1,n,n
24,36,13,2,3,1,n,d
25,35,6,9,1,1,n,n
24,36,12,7,1,1,n,n
25,35,6,10,1,1,n,n
24,36,14,10,1,1,n,n
25,35,10,8,1,1,n,n
26,34,6,5,2,1,n,d
27,33,7,4,2,1,n,d
28,32,5,3,2,5,d,n
26,34,11,13,1,1,n,n
25,35,7,14,1,1,n,n
24,36,6,2,3,1,n,d
25,35,11,4,2,1,n,d
26,34,6,12,1,1,n,n
25,35,4,12,1,5,d,n
24,36,9,2,3,1,n,d
25,35,8,6,1,1,n,n
26,34,10,9,1,1,n,n
27,33,13,14,1,1,n,n
26,34,4,13,1,5,d,n
25,35,14,6,1,1,n,n
26,34,13,8,1,1,n,n
27,33,14,10,1,1,n,n
28,32,5,12,1,5,d,n
27,33,13,2,3,1,n,d
28,32,9,7,1,1,n,n
29,31,4,11,1,5,d,n
28,32,12,13,1,1,n,n
27,33,7,11,1,1,n,n
26,34,10,7,1,1,n,n
27,33,4,10,1,5,d,n
26,34,5,2,3,5,c,n
31,29,5,2,3,5,c,n
36,24,11,9,1,1,n,n
37,23,7,6,1,1,n,n
38,22,2,3,2,5,d,n
36,24,14,3,2,1,n,d
37,23,4,14,1,5,d,n
36,24,11,8,1,1,n,n
37,23,7,2,3,1,n,d
38,22,14,2,3,1,n,d
39,21,2,7,1,5,d,n
38,22,7,9,1,1,n,n
37,23,12,6,1,1,n,n
38,22,12,11,1,1,n,n
39,21,8,12,1,1,n,n
38,22,10,8,1,1,n,n
39,21,11,5,2,1,n,d
40,20,5,12,1,5,d,n
39,21,12,10,1,1,n,n
40,20,12,2,3,1,n,d
41,19,13,2,3,1,n,d
42,18,8,10,1,1,n,n
41,19,12,3,2,1,n,d
42,18,8,2,3,1,n,d
43,17,6,6,1,1,n,n
43,17,8,9,1,1,n,n
42,18,12,4,2,1,n,d
43,17,4,6,1,5,d,n
42,18,2,13,1,5,d,n
41,19,7,13,1,1,n,n
40,20,2,2,3,5,c,n
40,20,7,6,1,1,n,n
41,19,14,10,1,1,n,n
42,18,9,5,2,1,n,d
43,17,6,10,1,1,n,n
42,18,10,3,2,1,n,d
43,17,2,5,2,5,d,n
41,19,11,3,2,1,n,d
42,18,4,11,1,5,d,n
41,19,9,10,1,1,n,n
40,20,7,14,1,1,n,n
39,21,8,14,1,1,n,n
38,22,11,13,1,1,n,n
37,23,9,12,1,1,n,n
36,24,5,13,1,5,d,n
35,25,14,5,2,1,n,d
36,24,6,10,1,1,n,n
35,25,3,14,1,5,d,n
34,26,6,10,1,1,n,n
33,27,12,6,1,1,n,n
34,26,5,8,1,5,d,n
33,27,11,4,2,1,n,d
34,26,10,5,2,1,n,d
35,25,7,5,2,1,n,d
36,24,14,9,1,1,n,n
37,23,7,12,1,1,n,n
36,24,10,6,1,1,n,n
37,23,2,2,3,5,c,n
37,23,3,2,3,5,c,n
42,18,6,14,1,1,n,n
41,19,5,4,2,5,d,n
39,21,5,10,1,5,d,n
38,22,13,8,1,1,n,n
39,21,10,2,3,1,n,d
40,20,5,10,1,5,d,n
39,21,8,2,3,1,n,d
40,20,12,9,1,1,n,n
41,19,3,13,1,5,d,n
40,20,11,6,1,1,n,n
41,19,9,14,1,1,n,n
40,20,11,13,1,1,n,n
39,21,10,14,1,1,n,n
38,22,10,12,1,1,n,n
37,23,5,8,1,5,d,n
36,24,11,4,2,1,n,d
37,23,10,14,1,1,n,n
36,24,11,6,1,1,n,n
37,23,11,8,1,1,n,n
38,22,4,5,2,5,d,n
36,24,10,9,1,1,n,n
37,23,5,13,1,5,d,n
36,24,14,13,1,1,n,n
37,23,8,6,1,1,n,n
38,22,12,5,2,1,n,d
39,21,14,8,1,1,n,n
40,20,10,10,1,1,n,n
40,20,6,2,3,1,n,d
41,19,2,4,2,5,d,n
39,21,7,10,1,1,n,n
38,22,3,11,1,5,d,n
37,23,9,8,1,1,n,n
38,22,3,11,1,5,d,n
37,23,7,13,1,1,n,n
36,24,6,2,3,1,n,d
37,23,12,5,2,1,n,d
38,22,8,14,1,1,n,n
37,23,8,3,2,1,n,d
38,22,5,4,2,5,d,n
36,24,6,10,1,1,n,n
35,25,5,9,1,5,d,n
34,26,10,2,3,1,n,d
35,25,12,3,2,1,n,d
36,24,10,5,2,1,n,d
37,23,8,8,1,1,n,n
37,23,13,4,2,1,n,d
38,22,10,10,1,1,n,n
38,22,13,5,2,1,n,d
39,21,5,12,1,5,d,n
38,22,2,7,1,5,d,n
37,23,6,9,1,1,n,n
36,24,5,3,2,5,d,n
34,26,7,5,2,1,n,d
35,25,7,9,1,1,n,n
34,26,9,8,1,1,n,n
35,25,8,10,1,1,n,n
34,26,7,8,1,1,n,n
33,27,10,2,3,1,n,d
34,26,8,3,2,1,n,d
35,25,4,5,2,5,d,n
33,27,5,14,1,5,d,n
32,28,13,6,1,1,n,n
33,27,5,7,1,5,d,n
32,28,13,13,1,1,n,n
32,28,14,7,1,1,n,n
33,27,7,3,2,1,n,d
34,26,10,2,3,1,n,d
35,25,11,2,3,1,n,d
36,24,12,8,1,1,n,n
37,23,10,14,1,1,n,n
36,24,9,12,1,1,n,n
35,25,10,6,1,1,n,n
36,24,11,5,2,1,n,d
37,23,14,7,1,1,n,n
38,22,5,3,2,5,d,n
36,24,4,7,1,5,d,n
35,25,6,11,1,1,n,n
34,26,7,3,2,1,n,d
35,25,7,7,1,1,n,n
35,25,10,7,1,1,n,n
36,24,3,4,2,5,d,n
34,26,5,12,1,5,d,n
33,27,3,12,1,5,d,n
32,28,10,4,2,1,n,d
33,27,12,11,1,1,n,n
34,26,4,10,1,5,d,n
33,27,6,8,1,1,n,n
32,28,5,7,1,5,d,n
31,29,10,4,2,1,n,d
32,28,6,12,1,1,n,n
31,29,2,3,2,5,d,n
29,31,13,6,1,1,n,n
30,30,9,6,1,1,n,n
31,29,13,10,1,1,n,n
32,28,9,7,1,1,n,n
33,27,5,14,1,5,d,n
32,28,2,8,1,5,d,n
31,29,8,3,2,1,n,d
32,28,7,13,1,1,n,n
31,29,8,9,1,1,n,n
30,30,8,11,1,1,n,n
29,31,13,8,1,1,n,n
30,30,7,14,1,1,n,n
29,31,12,14,1,1,n,n
28,32,8,11,1,1,n,n
27,33,14,5,2,1,n,d
28,32,6,2,3,1,n,d
29,31,4,5,2,5,d,n
27,33,4,7,1,5,d,n
26,34,3,10,1,5,d,n
25,35,5,6,1,5,d,n
24,36,11,3,2,1,n,d
25,35,8,11,1,1,n,n
24,36,14,5,2,1,n,d
25,35,2,5,2,5,d,n
23,37,4,9,1,5,d,n
22,38,9,7,1,1,n,n
23,37,10,6,1,1,n,n
24,36,13,12,1,1,n,n
25,35,3,3,2,5,d,n
23,37,5,5,2,5,d,n
21,39,13,9,1,1,n,n
22,38,12,3,2,1,n,d
23,37,5,13,1,5,d,n
22,38,6,9,1,1,n,n
21,39,2,6,1,5,d,n
20,40,8,10,1,1,n,n
19,41,6,11,1,1,n,n
18,42,7,3,2,1,n,d
19,41,12,7,1,1,n,n
20,40,4,3,2,5,d,n
18,42,5,6,1,5,d,n
17,43,13,5,2,1,n,d
18,42,14,7,1,1,n,n
19,41,2,6,1,5,d,n
18,42,3,2,3,5,c,n
23,37,10,9,1,1,n,n
24,36,4,6,1,5,d,n
23,37,14,7,1,1,n,n
24,36,10,12,1,1,n,n
23,37,8,6,1,1,n,n
24,36,14,8,1,1,n,n
25,35,11,2,3,1,n,d
26,34,14,6,1,1,n,n
27,33,7,8,1,1,n,n
26,34,12,2,3,1,n,d
27,33,12,7,1,1,n,n
28,32,10,3,2,1,n,d
29,31,4,2,3,5,c,n
34,26,13,6,1,1,n,n
35,25,4,3,2,5,d,n
33,27,2,4,2,5,d,n
31,29,12,3,2,1,n,d
32,28,11,13,1,1,n,n
31,29,12,3,2,1,n,d
32,28,12,9,1,1,n,n
33,27,4,10,1,5,d,n
32,28,4,7,1,5,d,n
31,29,4,12,1,5,d,n
30,30,4,2,3,5,c,n
35,25,7,10,1,1,n,n
34,26,9,14,1,1,n,n
33,27,9,2,3,1,n,d
34,26,11,3,2,1,n,d
35,25,13,12,1,1,n,n
36,24,3,14,1,5,d,n
35,25,11,11,1,1,n,n
